Source,Source File,Table,Column,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,Lineage,Gap,Findings 
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_2_4,N/A,Prepaid plan type-2 (Apr),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_2_5,N/A,Prepaid plan type-2 (May),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_2_6,N/A,Prepaid plan type-2 (Jun),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_2_7,N/A,Prepaid plan type-2 (Jul),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_2_8,N/A,Prepaid plan type-2 (Aug),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_2_9,N/A,Prepaid plan type-2 (Sep),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_1,N/A,Prepaid plan type-3 (Jan),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_10,N/A,Prepaid plan type-3 (Oct),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_11,N/A,Prepaid plan type-3 (Nov),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_12,N/A,Prepaid plan type-3 (Dec),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_2,N/A,Prepaid plan type-3 (Feb),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_3,N/A,Prepaid plan type-3 (Mar),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_4,N/A,Prepaid plan type-3 (Apr),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_5,N/A,Prepaid plan type-3 (May),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_6,N/A,Prepaid plan type-3 (Jun),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_7,N/A,Prepaid plan type-3 (Jul),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_8,N/A,Prepaid plan type-3 (Aug),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_3_9,N/A,Prepaid plan type-3 (Sep),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_1,N/A,Prepaid plan type-4 (Jan),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_10,N/A,Prepaid plan type-4 (Oct),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_11,N/A,Prepaid plan type-4 (Nov),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_12,N/A,Prepaid plan type-4 (Dec),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_2,N/A,Prepaid plan type-4 (Feb),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_3,N/A,Prepaid plan type-4 (Mar),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_4,N/A,Prepaid plan type-4 (Apr),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_5,N/A,Prepaid plan type-4 (May),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_6,N/A,Prepaid plan type-4 (Jun),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_7,N/A,Prepaid plan type-4 (Jul),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_8,N/A,Prepaid plan type-4 (Aug),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PHP_TYPE_4_9,N/A,Prepaid plan type-4 (Sep),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PPH_PLN_MO_CNT_AICE,N/A,Prepaid plan months - All-Inclusive Care for the Elderly (PACE) Plans (AICE),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PPH_PLN_MO_CNT_BMCP,N/A,Prepaid plan months- Behavioral Managed Care Plans (BMCP),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PPH_PLN_MO_CNT_CMCP,N/A,Prepaid plan months - Comprehensive Managed Care Plans (CMCP),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PPH_PLN_MO_CNT_DMCP,N/A,Prepaid plan months - Dental Managed Care Plans (DMCP),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PPH_PLN_MO_CNT_LTCM,N/A,Prepaid plan months - Long-Term Care Managed Care Plans (LTCM),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PPH_PLN_MO_CNT_PCCM,N/A,Prepaid plan months - Primary Care Case Management Plans  (PCCM),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PPH_PLN_MO_CNT_PDMC,N/A,Prepaid plan months - Prenatal/Delivery Managed Care Plans (PDMC),decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PRVT_INSRNC_MO_CNT,N/A,Private insurance months,decimal,,,,,,,,,2,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_1,N/A,Private health insurance code (Jan),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_10,N/A,Private health insurance code (Oct),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_11,N/A,Private health insurance code (Nov),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_12,N/A,Private health insurance code (Dec),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_2,N/A,Private health insurance code (Feb),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_3,N/A,Private health insurance code (Mar),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_4,N/A,Private health insurance code (Apr),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_5,N/A,Private health insurance code (May),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_6,N/A,Private health insurance code (Jun),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_7,N/A,Private health insurance code (Jul),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_8,N/A,Private health insurance code (Aug),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_PVT_INS_CD_9,N/A,Private health insurance code (Sep),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RACE_ETHNCY_CD,N/A,Race/ethnicity (from MSIS),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSDNC_CNTY_CD_LTST,N/A,County of residence,varchar,,,,,,,,,3,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSDNC_ZIP_CD_LTST,N/A,Zip code of residence,decimal,,,,,,,,,9,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_1,N/A,Restricted benefits (Jan),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_10,N/A,Restricted benefits (Oct),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_11,N/A,Restricted benefits (Nov),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_12,N/A,Restricted benefits (Dec),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_2,N/A,Restricted benefits (Feb),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_3,N/A,Restricted benefits (Mar),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_4,N/A,Restricted benefits (Apr),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_5,N/A,Restricted benefits (May),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_6,N/A,Restricted benefits (Jun),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_7,N/A,Restricted benefits (Jul),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_8,N/A,Restricted benefits (Aug),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_RSTRCT_BNFT_FLG_9,N/A,Restricted benefits (Sep),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_SEX_CD,N/A,Sex,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_SEX_RACE_CD,N/A,Sex/race code,decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_SS_ELGBLTY_CD_LTST,N/A,State specific eligibility - most recent,varchar,,,,,,,,,6,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_STATE_CASE_NUM,N/A,Encrypted Case Number ,varchar,,,,,,,,,32,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_1,N/A,TANF cash eligibility (Jan),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_10,N/A,TANF cash eligibility (Oct),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_11,N/A,TANF cash eligibility (Nov),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_12,N/A,TANF cash eligibility (Dec),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_2,N/A,TANF cash eligibility (Feb),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_3,N/A,TANF cash eligibility (Mar),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_4,N/A,TANF cash eligibility (Apr),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_5,N/A,TANF cash eligibility (May),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_6,N/A,TANF cash eligibility (Jun),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_7,N/A,TANF cash eligibility (Jul),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_8,N/A,TANF cash eligibility (Aug),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EL_TANF_CASH_FLG_9,N/A,TANF cash eligibility (Sep),decimal,,,,,,,,,1,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_01,N/A,Encounter record count (MAX TOS 01),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_02,N/A,Encounter record count (MAX TOS 02),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_04,N/A,Encounter record count (MAX TOS 04),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_05,N/A,Encounter record count (MAX TOS 05),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_07,N/A,Encounter record count (MAX TOS 07),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_08,N/A,Encounter record count (MAX TOS 08),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_09,N/A,Encounter record count (MAX TOS 09),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_10,N/A,Encounter record count (MAX TOS 10),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_11,N/A,Encounter record count (MAX TOS 11),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_12,N/A,Encounter record count (MAX TOS 12),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_13,N/A,Encounter record count (MAX TOS 13),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_15,N/A,Encounter record count (MAX TOS 15),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_16,N/A,Encounter record count (MAX TOS 16),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_19,N/A,Encounter record count (MAX TOS 19),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_24,N/A,Encounter record count (MAX TOS 24),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_25,N/A,Encounter record count (MAX TOS 25),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_26,N/A,Encounter record count (MAX TOS 26),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_30,N/A,Encounter record count (MAX TOS 30),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_31,N/A,Encounter record count (MAX TOS 31),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_33,N/A,Encounter record count (MAX TOS 33),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_34,N/A,Encounter record count (MAX TOS 34),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_35,N/A,Encounter record count (MAX TOS 35),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_36,N/A,Encounter record count (MAX TOS 36),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_37,N/A,Encounter record count (MAX TOS 37),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_38,N/A,Encounter record count (MAX TOS 38),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_39,N/A,Encounter record count (MAX TOS 39),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_51,N/A,Encounter record count (MAX TOS 51),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_52,N/A,Encounter record count (MAX TOS 52),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_53,N/A,Encounter record count (MAX TOS 53),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_54,N/A,Encounter record count (MAX TOS 54),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_99,N/A,Encounter record count (Unknown),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ENCTR_REC_CNT_HCBS,N/A,Encounter record count - Home and Community-Based Services (HCBS),decimal,,,,,,,,,5,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,ETHNICITY_CODE,N/A,Ethnicity - Hispanic (from MSIS),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,EXT_SSN_SRCE,N/A,External SSN source,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_01,N/A,Recipient indicator (MAX TOS 01 - inpatient hospital),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_02,N/A,Recipient indicator (MAX TOS 02 - Mental Hospital for Aged),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_04,N/A,Recipient indicator (MAX TOS 04 - inpatient psychiatric - youth),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_05,N/A,Recipient indicator (MAX TOS 05 - intermediate care facility),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_07,N/A,Recipient indicator (MAX TOS 07 - nursing facility services),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_08,N/A,Recipient indicator (MAX TOS 08 -physician ),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_09,N/A,Recipient indicator (MAX TOS 09 - dental),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_10,N/A,Recipient indicator (MAX TOS 10 - other practitioners),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_11,N/A,Recipient indicator (MAX TOS 11 - outpatient hospital),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_12,N/A,Recipient indicator (MAX TOS 12 - clinic),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_13,N/A,Recipient indicator (MAX TOS 13 - home health),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_15,N/A,Recipient indicator (MAX TOS 15 - lab and x-ray),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_16,N/A,Recipient indicator (MAX TOS 16 - drugs),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_19,N/A,Recipient indicator (MAX TOS 19 - other services),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_24,N/A,Recipient indicator (MAX TOS 24 - sterilizations),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_25,N/A,Recipient indicator (MAX TOS 25 - abortions),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_26,N/A,Recipient indicator (MAX TOS 26 - transportation services),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_30,N/A,Recipient indicator (MAX TOS 30 - personal care services),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_31,N/A,Recipient indicator (MAX TOS 31 - targeted case management),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,maxdata_hi_ps,FEE_FOR_SRVC_IND_33,N/A,Recipient indicator (MAX TOS 33 - rehabilitaion services),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
